component_index,thread_size,thread_depth,component_total_nodes,external_node_count,reply_messages,messages_receiving_replies,root_message_id,root_in_dataset,root_preview,first_timestamp,last_timestamp,top_replied_message_id,top_replied_count,is_isolated,component_nodes,dataset_message_ids,thread_rank,thread_label
325,1,0,1,0,0,0,184622,True,"Pakistan has declared an immediate two-day holiday in Islamabad, closing government offices Thursday and...",2026-04-09 09:45:37+00:00,2026-04-09 09:45:37+00:00,184622,0,True,"(184622,)","(184622,)",385,T385
326,1,0,1,0,0,0,184626,True,▶️ Pakistani mourners join solemn processions on Tehran's Jomhouri Street to mark the 40th-day mourning...,2026-04-09 10:35:12+00:00,2026-04-09 10:35:12+00:00,184626,0,True,"(184626,)","(184626,)",386,T386
327,1,0,1,0,0,0,184627,True,"Three more journalists killed in separate Israeli strikes on Lebanon, Gaza Three journalists have been...",2026-04-09 10:46:57+00:00,2026-04-09 10:46:57+00:00,184627,0,True,"(184627,)","(184627,)",387,T387
328,1,0,1,0,0,0,184628,True,"The Handala hacker group has hacked into the phone of former IDF chief of staff Herzi Halevi, revealing for...",2026-04-09 10:49:37+00:00,2026-04-09 10:49:37+00:00,184628,0,True,"(184628,)","(184628,)",388,T388
329,1,0,1,0,0,0,184630,True,Enemy agreed to ceasefire based on Iran conditions after failure of war goals: Army spokesman A...,2026-04-09 11:12:29+00:00,2026-04-09 11:12:29+00:00,184630,0,True,"(184630,)","(184630,)",389,T389
330,1,0,1,0,0,0,184631,True,"▶️ Reza Vedadi, researcher and author, says that “ European have no different foreign policy from the US”...",2026-04-09 11:32:32+00:00,2026-04-09 11:32:32+00:00,184631,0,True,"(184631,)","(184631,)",390,T390
331,1,0,1,0,0,0,184632,True,✍️ Viewpoint - What happened in Isfahan? A US ‘pilot rescue’ mission or search for uranium? US special...,2026-04-09 11:34:49+00:00,2026-04-09 11:34:49+00:00,184632,0,True,"(184632,)","(184632,)",391,T391
332,1,0,1,0,0,0,184633,True,"📸 In a symbolic act of mourning, the lights of Tehran's iconic Milad Tower will be switched off tonight to...",2026-04-09 11:46:07+00:00,2026-04-09 11:46:07+00:00,184633,0,True,"(184633,)","(184633,)",392,T392
333,1,0,1,0,0,0,184636,True,"▶️ IRGC honored the memory of the late Leader of the Islamic Revolution, saying it will continue to avenge...",2026-04-09 11:50:02+00:00,2026-04-09 11:50:02+00:00,184636,0,True,"(184636,)","(184636,)",393,T393
334,1,0,1,0,0,0,184637,True,US senate moves once again to curb Trump’s war powers amid failure in Iran war The US Senate plans once...,2026-04-09 12:00:35+00:00,2026-04-09 12:00:35+00:00,184637,0,True,"(184637,)","(184637,)",394,T394
335,1,0,1,0,0,0,184638,True,"📸 ""Our hands will remain on the trigger, and Iran will never abandon its Lebanese brothers and sisters""...",2026-04-09 12:10:04+00:00,2026-04-09 12:10:04+00:00,184638,0,True,"(184638,)","(184638,)",395,T395
336,1,0,1,0,0,0,184639,True,Commander of IRGC Quds force praises resistance forces for delivering ‘regret-inducing’ response to enemies...,2026-04-09 12:29:45+00:00,2026-04-09 12:29:45+00:00,184639,0,True,"(184639,)","(184639,)",396,T396
337,1,0,1,0,0,0,184640,True,"🎥 Hormuz, the story of a strait 🔻The Strait of Hormuz is becoming more than a strategic waterway as Iran...",2026-04-09 12:30:52+00:00,2026-04-09 12:30:52+00:00,184640,0,True,"(184640,)","(184640,)",397,T397
338,1,0,1,0,0,0,184641,True,"Iran's Parliament Speaker Qalibaf: 1- Lebanon and the entire Resistance Axis, as Iran's allies, form an...",2026-04-09 12:45:02+00:00,2026-04-09 12:45:02+00:00,184641,0,True,"(184641,)","(184641,)",398,T398
339,1,0,1,0,0,0,184642,True,✍ Viewpoint - What happened in Isfahan? A US ‘pilot rescue’ mission or search for Iran's uranium? US...,2026-04-09 12:52:14+00:00,2026-04-09 12:52:14+00:00,184642,0,True,"(184642,)","(184642,)",399,T399
340,1,0,1,0,0,0,184643,True,France slams 'unacceptable' Israeli attacks as UK says Lebanon should be included in ceasefire France has...,2026-04-09 13:03:30+00:00,2026-04-09 13:03:30+00:00,184643,0,True,"(184643,)","(184643,)",400,T400
341,1,0,1,0,0,0,184644,True,▶️ Iran's President Pezeshkian attends the ceremony marking the 40th day since the martyrdom of Ayatollah...,2026-04-09 13:15:05+00:00,2026-04-09 13:15:05+00:00,184644,0,True,"(184644,)","(184644,)",401,T401
342,1,0,1,0,0,0,184645,True,"▶️ ""Do you see the gifts of Trump"" Iran's Minister of Science, Research and Technology shows the UN's...",2026-04-09 13:21:09+00:00,2026-04-09 13:21:09+00:00,184645,0,True,"(184645,)","(184645,)",402,T402
344,1,0,1,0,0,0,184647,True,"📸 French newspaper Le Monde: ""The President of the United States is clearly insane"" Trump's provocative...",2026-04-09 13:30:05+00:00,2026-04-09 13:30:05+00:00,184647,0,True,"(184647,)","(184647,)",403,T403
345,1,0,1,0,0,0,184648,True,▶️ Heartbreaking scenes after an Israeli sniper shot and killed 9 year-old Ritaj Rehan in her classroom at...,2026-04-09 13:39:24+00:00,2026-04-09 13:39:24+00:00,184648,0,True,"(184648,)","(184648,)",404,T404
347,1,0,1,0,0,0,184650,True,"Military analyst challenges Western estimates, says Iran has over 17,000 missiles A Brazil-based...",2026-04-09 14:00:51+00:00,2026-04-09 14:00:51+00:00,184650,0,True,"(184650,)","(184650,)",405,T405
348,1,0,1,0,0,0,184651,True,▶️ More footage of the massive solemn ceremony held in Tehran to mark the 40th day of mourning for the late...,2026-04-09 14:10:01+00:00,2026-04-09 14:10:01+00:00,184651,0,True,"(184651,)","(184651,)",406,T406
349,1,0,1,0,0,0,184652,True,"▶️ In an exclusive interview with Press TV, a senior Iranian security official warned that the Islamic...",2026-04-09 14:31:29+00:00,2026-04-09 14:31:29+00:00,184652,0,True,"(184652,)","(184652,)",407,T407
351,1,0,1,0,0,0,184655,True,▶️ Iranians in the Malekshahi County perform traditional 'Chamar' mourning rituals to mark the 40th day...,2026-04-09 14:57:15+00:00,2026-04-09 14:57:15+00:00,184655,0,True,"(184655,)","(184655,)",408,T408
352,1,0,1,0,0,0,184656,True,"📸 Massive mural at Tehran's Vali-Asr Sq. pays tribute to the late Leader of the Islamic Revolution,...",2026-04-09 15:05:59+00:00,2026-04-09 15:05:59+00:00,184656,0,True,"(184656,)","(184656,)",409,T409
353,1,0,1,0,0,0,184657,True,📸 Renowned Lebanese Poet Khatoun Salma was killed along with her husband in the Israeli bombardment of...,2026-04-09 15:15:01+00:00,2026-04-09 15:15:01+00:00,184657,0,True,"(184657,)","(184657,)",410,T410
354,1,0,1,0,0,0,184658,True,▶️ Iran's Deputy Foreign Minister Saeed Khatibzadeh says Iran was on the verge of responding to last...,2026-04-09 15:20:01+00:00,2026-04-09 15:20:01+00:00,184658,0,True,"(184658,)","(184658,)",411,T411
355,1,0,1,0,0,0,184659,True,"✍️ Conversation - US accepted ceasefire after plot to dominate Iran, plunder its oil failed: Ex-MP...",2026-04-09 15:35:01+00:00,2026-04-09 15:35:01+00:00,184659,0,True,"(184659,)","(184659,)",412,T412
356,1,0,1,0,0,0,184660,True,▶️ Iranian Army Commanders pay tribute to martyred Lieutenant General Ali Sayad Shirazi on the 27th...,2026-04-09 15:50:29+00:00,2026-04-09 15:50:29+00:00,184660,0,True,"(184660,)","(184660,)",413,T413
357,1,0,1,0,0,0,184661,True,President Pezeshkian: Iran will never abandon Lebanon in face of Israeli aggression President Masoud...,2026-04-09 16:00:01+00:00,2026-04-09 16:00:01+00:00,184661,0,True,"(184661,)","(184661,)",414,T414
358,1,0,1,0,0,0,184665,True,Israel faces 'unsustainable' strategic crisis following 40-day war against Iran: Analyst The Israeli regime...,2026-04-09 16:30:13+00:00,2026-04-09 16:30:13+00:00,184665,0,True,"(184665,)","(184665,)",415,T415
360,1,0,1,0,0,0,184667,True,▶️ Thousands continue to mourn the 40th day since the martyrdom of the late Leader of the Islamic...,2026-04-09 16:50:52+00:00,2026-04-09 16:50:52+00:00,184667,0,True,"(184667,)","(184667,)",416,T416
361,1,0,1,0,0,0,184668,True,"▶️ The death toll from Israeli strikes across Lebanon rose to 254, with more than 1,000 people wounded,...",2026-04-09 17:00:01+00:00,2026-04-09 17:00:01+00:00,184668,0,True,"(184668,)","(184668,)",417,T417
362,1,0,1,0,0,0,184669,True,"👉 If Iran falls, the Central Asia will fall 👉 The West wants to get into Iran so that it can attack Russia...",2026-04-09 17:04:27+00:00,2026-04-09 17:04:27+00:00,184669,0,True,"(184669,)","(184669,)",418,T418
363,1,0,1,0,0,0,184670,True,📸 Iran's Foreign Minister Seyyed Abbas Araghchi has held a phone conversation with his Russian counterpart...,2026-04-09 17:11:54+00:00,2026-04-09 17:11:54+00:00,184670,0,True,"(184670,)","(184670,)",419,T419
364,1,0,1,0,0,0,184671,True,🔺Aoun’s independence at risk amid foreign influence Retired Brigadier General Elias Farhat warns that...,2026-04-09 17:13:40+00:00,2026-04-09 17:13:40+00:00,184671,0,True,"(184671,)","(184671,)",420,T420
365,1,0,1,0,0,0,184672,True,🔴 Death toll from single day of Israeli airstrikes across Lebanon rises to 303 @PressTV,2026-04-09 17:15:32+00:00,2026-04-09 17:15:32+00:00,184672,0,True,"(184672,)","(184672,)",421,T421
366,1,0,1,0,0,0,184673,True,▶️ Several countries urged Israel to halt its aggression against Lebanon as a fragile ceasefire between the...,2026-04-09 17:20:01+00:00,2026-04-09 17:20:01+00:00,184673,0,True,"(184673,)","(184673,)",422,T422
367,1,0,1,0,0,0,184674,True,▶️ Solemn ceremonies continue as mourners rally at Tehran's Jomhouri Avenue to mark the 40th day since the...,2026-04-09 17:30:18+00:00,2026-04-09 17:30:18+00:00,184674,0,True,"(184674,)","(184674,)",423,T423
369,1,0,1,0,0,0,184676,True,"""They have BLOOD ON THEIR HANDS"" 👉 Professor Marandi says the Persian Gulf countries, by providing the US...",2026-04-09 18:05:25+00:00,2026-04-09 18:05:25+00:00,184676,0,True,"(184676,)","(184676,)",424,T424
370,1,0,1,0,0,0,184678,True,📸 Iran's Foreign Minister has held a phone conversation with his French counterpart to discuss the latest...,2026-04-09 18:15:23+00:00,2026-04-09 18:15:23+00:00,184678,0,True,"(184678,)","(184678,)",425,T425
371,1,0,1,0,0,0,184680,True,US disaster in Isfahan showed Iran’s geography a ‘quagmire’ for invaders: General The commander of the...,2026-04-09 18:30:18+00:00,2026-04-09 18:30:18+00:00,184680,0,True,"(184680,)","(184680,)",426,T426
372,1,0,1,0,0,0,184681,True,"▶️ Watch as thousands of Iranians avidly listen to the message of the new Leader of the Islamic Revolution,...",2026-04-09 18:40:18+00:00,2026-04-09 18:40:18+00:00,184681,0,True,"(184681,)","(184681,)",427,T427
374,1,0,1,0,0,0,184683,True,▶️ Watch as thousands of flag-waving Iranians in Gorgan pledge their allegiance to the new Leader of the...,2026-04-09 19:22:02+00:00,2026-04-09 19:22:02+00:00,184683,0,True,"(184683,)","(184683,)",428,T428
375,1,0,1,0,0,0,184684,True,"Handala hacks account of ex-Israeli army chief, exposes secret Jordan coordination The heroic Handala...",2026-04-09 19:30:01+00:00,2026-04-09 19:30:01+00:00,184684,0,True,"(184684,)","(184684,)",429,T429
376,1,0,1,0,0,0,184687,True,▶️ Residents of Tehran's Saadatabad neighbourhood mourn the 40th day since the martyrdom of the late Leader...,2026-04-09 19:50:10+00:00,2026-04-09 19:50:10+00:00,184687,0,True,"(184687,)","(184687,)",430,T430
377,1,0,1,0,0,0,184688,True,"Referencing recent remarks by Pete Hegseth, whom he described as 'US Secretary of War (Crimes)', Foad Izadi...",2026-04-09 19:52:06+00:00,2026-04-09 19:52:06+00:00,184688,0,True,"(184688,)","(184688,)",431,T431
378,1,0,1,0,0,0,184689,True,"""Once a strong supporter, I couldn't be more opposed to Trump today."" Journalist John Bosnitch says every...",2026-04-09 19:59:46+00:00,2026-04-09 19:59:46+00:00,184689,0,True,"(184689,)","(184689,)",432,T432
379,1,0,1,0,0,0,184690,True,▶️ Leader's 40th day of martyrdom: His legacy is found in the sustained development of the Islamic Republic...,2026-04-09 20:15:16+00:00,2026-04-09 20:15:16+00:00,184690,0,True,"(184690,)","(184690,)",433,T433
381,1,0,1,0,0,0,184700,True,"📸 Seyyed Kamal Kharrazi, Iran's former Foreign Minister and foreign policy advisor to Iran's Leader, has...",2026-04-09 21:15:01+00:00,2026-04-09 21:15:01+00:00,184700,0,True,"(184700,)","(184700,)",434,T434
382,1,0,1,0,0,0,184701,True,Lebanon inseparable part of Iran’s 10-point ceasefire plan: Qalibaf Iran’s Parliament Speaker Mohammad...,2026-04-09 21:30:01+00:00,2026-04-09 21:30:01+00:00,184701,0,True,"(184701,)","(184701,)",435,T435
384,1,0,1,0,0,0,184703,True,🔺 Iran's Vice President Mohammad Reza Aref issues a statement offering his condolences following the news...,2026-04-09 21:50:20+00:00,2026-04-09 21:50:20+00:00,184703,0,True,"(184703,)","(184703,)",436,T436
385,1,0,1,0,0,0,184704,True,April 9: Hezbollah’s operations against the Zionist regime in response to the truce breach Hours after the...,2026-04-09 21:52:58+00:00,2026-04-09 21:52:58+00:00,184704,0,True,"(184704,)","(184704,)",437,T437
387,1,0,1,0,0,0,184706,True,Iran slams UN for inaction in stopping US-Israeli aggression Iran's Deputy Foreign Minister Kazem...,2026-04-09 22:15:05+00:00,2026-04-09 22:15:05+00:00,184706,0,True,"(184706,)","(184706,)",438,T438
389,1,0,1,0,0,0,184708,True,▶️ Air raid sirens blare at Ben Gurion Airport following rockets fired by Lebanon's Hezbollah resistance....,2026-04-09 22:30:01+00:00,2026-04-09 22:30:01+00:00,184708,0,True,"(184708,)","(184708,)",439,T439
390,1,0,1,0,0,0,184709,True,President Masoud Pezeshkian’s message to the Iranian nation on the 40th day of the martyrdom of the Leader...,2026-04-09 22:53:36+00:00,2026-04-09 22:53:36+00:00,184709,0,True,"(184709,)","(184709,)",440,T440
