component_index,thread_size,thread_depth,component_total_nodes,external_node_count,reply_messages,messages_receiving_replies,root_message_id,root_in_dataset,root_preview,first_timestamp,last_timestamp,top_replied_message_id,top_replied_count,is_isolated,component_nodes,dataset_message_ids,thread_rank,thread_label
447,1,0,1,0,0,0,184771,True,‘Complicity in US crimes’: Iran condemns Costa Rica’s move to designate IRGC Tehran has strongly condemned...,2026-04-10 05:36:04+00:00,2026-04-10 05:36:04+00:00,184771,0,True,"(184771,)","(184771,)",496,T496
448,1,0,1,0,0,0,184772,True,France’s Freedom Flotilla for Gaza continues sailing across the Mediterranean and will meet other flotillas...,2026-04-10 05:47:13+00:00,2026-04-10 05:47:13+00:00,184772,0,True,"(184772,)","(184772,)",497,T497
449,1,0,1,0,0,0,184773,True,Hundreds of worshipers performed dawn prayers at Al-Aqsa Mosque in occupied al-Quds after 40 days of...,2026-04-10 05:56:07+00:00,2026-04-10 05:56:07+00:00,184773,0,True,"(184773,)","(184773,)",498,T498
450,1,0,1,0,0,0,184774,True,(media-only message),2026-04-10 05:56:07+00:00,2026-04-10 05:56:07+00:00,184774,0,True,"(184774,)","(184774,)",499,T499
451,1,0,1,0,0,0,184775,True,(media-only message),2026-04-10 05:56:07+00:00,2026-04-10 05:56:07+00:00,184775,0,True,"(184775,)","(184775,)",500,T500
452,1,0,1,0,0,0,184776,True,(media-only message),2026-04-10 05:56:07+00:00,2026-04-10 05:56:07+00:00,184776,0,True,"(184776,)","(184776,)",501,T501
453,1,0,1,0,0,0,184777,True,(media-only message),2026-04-10 05:56:07+00:00,2026-04-10 05:56:07+00:00,184777,0,True,"(184777,)","(184777,)",502,T502
454,1,0,1,0,0,0,184778,True,(media-only message),2026-04-10 05:56:07+00:00,2026-04-10 05:56:07+00:00,184778,0,True,"(184778,)","(184778,)",503,T503
456,1,0,1,0,0,0,184780,True,A US soldier's account of Iranian strikes on US assets in Kuwait in an interview with CBS: Everything...,2026-04-10 06:16:13+00:00,2026-04-10 06:16:13+00:00,184780,0,True,"(184780,)","(184780,)",504,T504
457,1,0,1,0,0,0,184782,True,A memorial was held at Tehran’s Book Garden in honor of the martyred students of Shajareh Tayyebeh School...,2026-04-10 06:37:44+00:00,2026-04-10 06:37:44+00:00,184782,0,True,"(184782,)","(184782,)",505,T505
458,1,0,1,0,0,0,184783,True,(media-only message),2026-04-10 06:37:44+00:00,2026-04-10 06:37:44+00:00,184783,0,True,"(184783,)","(184783,)",506,T506
459,1,0,1,0,0,0,184784,True,(media-only message),2026-04-10 06:37:44+00:00,2026-04-10 06:37:44+00:00,184784,0,True,"(184784,)","(184784,)",507,T507
460,1,0,1,0,0,0,184785,True,(media-only message),2026-04-10 06:37:44+00:00,2026-04-10 06:37:44+00:00,184785,0,True,"(184785,)","(184785,)",508,T508
461,1,0,1,0,0,0,184786,True,Iran president: Continuation of truce hinges on US adherence to commitments The Iranian president says the...,2026-04-10 06:45:38+00:00,2026-04-10 06:45:38+00:00,184786,0,True,"(184786,)","(184786,)",509,T509
462,1,0,1,0,0,0,184787,True,Lebanese child burst into tears after seeing Israeli airstrikes destroy his favorite car showroom during...,2026-04-10 06:58:21+00:00,2026-04-10 06:58:21+00:00,184787,0,True,"(184787,)","(184787,)",510,T510
463,1,0,1,0,0,0,184788,True,"Malaysian PM Anwar Ibrahim offeres condolences over the martyrdom of Seyyed Kamal Kharazi, Iran's former FM...",2026-04-10 07:05:37+00:00,2026-04-10 07:05:37+00:00,184788,0,True,"(184788,)","(184788,)",511,T511
464,1,0,1,0,0,0,184789,True,Araghchi hails Spain's ‘principled’ stance against anti-Iran aggression Iran’s Foreign Minister Abbas...,2026-04-10 07:27:11+00:00,2026-04-10 07:27:11+00:00,184789,0,True,"(184789,)","(184789,)",512,T512
465,1,0,1,0,0,0,184790,True,"Aftermath of Israeli airstrikes on the ""Haboush Highway"" in Nabatieh, southern Lebanon @PressTV",2026-04-10 07:46:54+00:00,2026-04-10 07:46:54+00:00,184790,0,True,"(184790,)","(184790,)",513,T513
466,1,0,1,0,0,0,184791,True,✍️ Feature - How Iran decimated US power projection in West Asia: Military lessons of 40-day war Iran’s...,2026-04-10 08:04:43+00:00,2026-04-10 08:04:43+00:00,184791,0,True,"(184791,)","(184791,)",514,T514
467,1,0,1,0,0,0,184792,True,"Israeli airstrikes hit southern Lebanon, targeting Deir Antara and a car in Kafr Tibnait. The attack killed...",2026-04-10 08:13:19+00:00,2026-04-10 08:13:19+00:00,184792,0,True,"(184792,)","(184792,)",515,T515
468,1,0,1,0,0,0,184793,True,"In a successful operation, Kermanshah police in western Iran dismantled an arms smuggling ring, seizing 41...",2026-04-10 08:20:17+00:00,2026-04-10 08:20:17+00:00,184793,0,True,"(184793,)","(184793,)",516,T516
469,1,0,1,0,0,0,184794,True,Israeli warplanes carry out an airstrike on the town of Shahabiyeh in southern Lebanon. @PressTV,2026-04-10 08:25:52+00:00,2026-04-10 08:25:52+00:00,184794,0,True,"(184794,)","(184794,)",517,T517
471,1,0,1,0,0,0,184796,True,‘Out of left field’: Melania Trump’s Epstein denial stuns US media as White House seeks war distraction...,2026-04-10 08:56:55+00:00,2026-04-10 08:56:55+00:00,184796,0,True,"(184796,)","(184796,)",518,T518
472,1,0,1,0,0,0,184797,True,"Yemenis take to the streets in Saada to express support for Iran, Iraq, Palestine and Lebanon as a united...",2026-04-10 09:11:23+00:00,2026-04-10 09:11:23+00:00,184797,0,True,"(184797,)","(184797,)",519,T519
473,1,0,1,0,0,0,184798,True,🔴 Hezbollah Secretary General Sheikh Naim Qassem to deliver a speech on the latest developments in Lebanon...,2026-04-10 09:22:28+00:00,2026-04-10 09:22:28+00:00,184798,0,True,"(184798,)","(184798,)",520,T520
474,1,0,1,0,0,0,184800,True,"An Israeli strike hit an ambulance crew near the Deir Qanoun junction in southern Lebanon, killing two and...",2026-04-10 09:41:12+00:00,2026-04-10 09:41:12+00:00,184800,0,True,"(184800,)","(184800,)",521,T521
475,1,0,1,0,0,0,184801,True,"Patrick Henningsen says that, based on previous patterns of behavior by the US and Israel, one should be...",2026-04-10 09:46:00+00:00,2026-04-10 09:46:00+00:00,184801,0,True,"(184801,)","(184801,)",522,T522
476,1,0,1,0,0,0,184802,True,Management of Strait of Hormuz has entered new stage: IRGC The Islamic Revolution Guards Corps (IRGC) Navy...,2026-04-10 09:59:59+00:00,2026-04-10 09:59:59+00:00,184802,0,True,"(184802,)","(184802,)",523,T523
477,1,0,1,0,0,0,184803,True,Fresh Israeli attacks on southern Lebanon cause extensive destruction @PressTV,2026-04-10 10:10:28+00:00,2026-04-10 10:10:28+00:00,184803,0,True,"(184803,)","(184803,)",524,T524
479,1,0,1,0,0,0,184806,True,"Israeli artillery struck near press teams in Ebl al-Saqi, in Lebanon’s Marjeyoun District. @PressTV",2026-04-10 10:36:12+00:00,2026-04-10 10:36:12+00:00,184806,0,True,"(184806,)","(184806,)",525,T525
480,1,0,1,0,0,0,184807,True,Iran's President Pezeshkian thanks healthcare staff for their sacrifices during US-Israeli aggression: I...,2026-04-10 10:39:59+00:00,2026-04-10 10:39:59+00:00,184807,0,True,"(184807,)","(184807,)",526,T526
481,1,0,1,0,0,0,184808,True,"First train crosses rebuilt Yahyaabad railway bridge in Kashan, central Iran, after it was damaged in a US-...",2026-04-10 10:48:10+00:00,2026-04-10 10:48:10+00:00,184808,0,True,"(184808,)","(184808,)",527,T527
482,1,0,1,0,0,0,184809,True,✍ Analysis - Why no power can undermine Iran's eternal dominance over the Strait of Hormuz Iran's...,2026-04-10 10:51:07+00:00,2026-04-10 10:51:07+00:00,184809,0,True,"(184809,)","(184809,)",528,T528
483,1,0,1,0,0,0,184812,True,"US-Israel war against Iran exposed weakness of dollar: Report The US weaponization of dollar has backfired,...",2026-04-10 11:20:19+00:00,2026-04-10 11:20:19+00:00,184812,0,True,"(184812,)","(184812,)",529,T529
484,1,0,1,0,0,0,184813,True,Israeli warplanes carry out an airstrike on the town of Al‑Mansouri in southern Lebanon. @PressTV,2026-04-10 11:25:01+00:00,2026-04-10 11:25:01+00:00,184813,0,True,"(184813,)","(184813,)",530,T530
485,1,0,1,0,0,0,184814,True,‘A guiding light’: FM Araghchi honors legacy of martyred seasoned diplomat Kharrazi Iran’s Foreign Minister...,2026-04-10 11:34:59+00:00,2026-04-10 11:34:59+00:00,184814,0,True,"(184814,)","(184814,)",531,T531
487,1,0,1,0,0,0,184816,True,"Israeli warplanes conduct airstrikes on Duris, east of Baalbek in Lebanon. @PressTV",2026-04-10 11:41:46+00:00,2026-04-10 11:41:46+00:00,184816,0,True,"(184816,)","(184816,)",532,T532
488,1,0,1,0,0,0,184817,True,(media-only message),2026-04-10 11:41:46+00:00,2026-04-10 11:41:46+00:00,184817,0,True,"(184817,)","(184817,)",533,T533
489,1,0,1,0,0,0,184818,True,(media-only message),2026-04-10 11:41:46+00:00,2026-04-10 11:41:46+00:00,184818,0,True,"(184818,)","(184818,)",534,T534
490,1,0,1,0,0,0,184819,True,"Iran’s report details US-Israeli war crimes in targeting schools, hospitals, livelihoods Iran’s Human...",2026-04-10 11:54:59+00:00,2026-04-10 11:54:59+00:00,184819,0,True,"(184819,)","(184819,)",535,T535
491,1,0,1,0,0,0,184820,True,▶️ Rockets fired by Lebanon's Hezbollah spotted over the skies of northern occupied Palestine. @PressTV,2026-04-10 12:00:01+00:00,2026-04-10 12:00:01+00:00,184820,0,True,"(184820,)","(184820,)",536,T536
492,1,0,1,0,0,0,184821,True,"▶️ Despite heavy Israeli restrictions, thousands of Palestinians managed to perform their Friday prayers at...",2026-04-10 12:15:10+00:00,2026-04-10 12:15:10+00:00,184821,0,True,"(184821,)","(184821,)",537,T537
493,1,0,1,0,0,0,184822,True,(media-only message),2026-04-10 12:15:10+00:00,2026-04-10 12:15:10+00:00,184822,0,True,"(184822,)","(184822,)",538,T538
494,1,0,1,0,0,0,184823,True,(media-only message),2026-04-10 12:15:10+00:00,2026-04-10 12:15:10+00:00,184823,0,True,"(184823,)","(184823,)",539,T539
496,1,0,1,0,0,0,184825,True,"▶️ Israeli forces have carried out a series of airstrikes targeting Nabatieh, southern Lebanon. @PressTV",2026-04-10 12:30:13+00:00,2026-04-10 12:30:13+00:00,184825,0,True,"(184825,)","(184825,)",540,T540
497,1,0,1,0,0,0,184826,True,📸 People of Kashmir take part in rally held to mourn the 40th day since the maryrdom of Iranian students...,2026-04-10 12:40:01+00:00,2026-04-10 12:40:01+00:00,184826,0,True,"(184826,)","(184826,)",541,T541
498,1,0,1,0,0,0,184827,True,(media-only message),2026-04-10 12:40:01+00:00,2026-04-10 12:40:01+00:00,184827,0,True,"(184827,)","(184827,)",542,T542
499,1,0,1,0,0,0,184828,True,(media-only message),2026-04-10 12:40:01+00:00,2026-04-10 12:40:01+00:00,184828,0,True,"(184828,)","(184828,)",543,T543
500,1,0,1,0,0,0,184829,True,(media-only message),2026-04-10 12:40:01+00:00,2026-04-10 12:40:01+00:00,184829,0,True,"(184829,)","(184829,)",544,T544
501,1,0,1,0,0,0,184830,True,(media-only message),2026-04-10 12:40:01+00:00,2026-04-10 12:40:01+00:00,184830,0,True,"(184830,)","(184830,)",545,T545
502,1,0,1,0,0,0,184831,True,▶️ An Israeli airstrike has targeted the southern Lebanese town of Kfar Rumman. @PressTV,2026-04-10 12:50:08+00:00,2026-04-10 12:50:08+00:00,184831,0,True,"(184831,)","(184831,)",546,T546
503,1,0,1,0,0,0,184832,True,"▶️ ""Total Failure"" Massive mural at Tel Aviv's beach slams Israeli Prime Minister Netanyahu's war gamble....",2026-04-10 13:02:14+00:00,2026-04-10 13:02:14+00:00,184832,0,True,"(184832,)","(184832,)",547,T547
504,1,0,1,0,0,0,184833,True,▶️ Iraqis organise massive solemn ceremony in Baghdad to mark the 40th day since the martyrdom of the late...,2026-04-10 13:11:14+00:00,2026-04-10 13:11:14+00:00,184833,0,True,"(184833,)","(184833,)",548,T548
507,1,0,1,0,0,0,184838,True,▶️ Top security official to Press TV: Israel forced to stop raids in Beirut following Iran’s warnings....,2026-04-10 13:37:28+00:00,2026-04-10 13:37:28+00:00,184838,0,True,"(184838,)","(184838,)",549,T549
508,1,0,1,0,0,0,184840,True,▶️ Aerial footage captured yesterday shows the massive turnout of mourners in Tehran marking the 40th day...,2026-04-10 14:00:01+00:00,2026-04-10 14:00:01+00:00,184840,0,True,"(184840,)","(184840,)",550,T550
509,1,0,1,0,0,0,184841,True,▶️ Footage captures the destruction caused to the town of Safed in northern occupied Palestine following...,2026-04-10 14:13:14+00:00,2026-04-10 14:13:14+00:00,184841,0,True,"(184841,)","(184841,)",551,T551
510,1,0,1,0,0,0,184842,True,▶️ Rockets fired by Lebanon's Hezbollah spotted over the skies of Israeli-occupied Palestine. @PressTV,2026-04-10 14:25:01+00:00,2026-04-10 14:25:01+00:00,184842,0,True,"(184842,)","(184842,)",552,T552
511,1,0,1,0,0,0,184843,True,(media-only message),2026-04-10 14:25:01+00:00,2026-04-10 14:25:01+00:00,184843,0,True,"(184843,)","(184843,)",553,T553
512,1,0,1,0,0,0,184845,True,📸 Pope Leo XIV says anyone who is a disciple of Christ is never on the side of those who once wielded the...,2026-04-10 14:45:01+00:00,2026-04-10 14:45:01+00:00,184845,0,True,"(184845,)","(184845,)",554,T554
515,1,0,1,0,0,0,184848,True,"▶️ In Turkey, a man decorates his vehicle's windscreen wiper with a Khorramshahr missile striking US...",2026-04-10 15:10:01+00:00,2026-04-10 15:10:01+00:00,184848,0,True,"(184848,)","(184848,)",555,T555
516,1,0,1,0,0,0,184849,True,📸 Iran's Foreign Minister Seyyed Abbas Araghchi holds a phone conversation with Iran's Ambassador to...,2026-04-10 15:30:21+00:00,2026-04-10 15:30:21+00:00,184849,0,True,"(184849,)","(184849,)",556,T556
517,1,0,1,0,0,0,184850,True,📸 A New York Times analysis claims US-Israeli attacks have damaged over 22 schools and 17 health facilities...,2026-04-10 15:45:01+00:00,2026-04-10 15:45:01+00:00,184850,0,True,"(184850,)","(184850,)",557,T557
518,1,0,1,0,0,0,184851,True,▶️ Why no power can undermine Iran’s eternal dominance over the Strait of Hormuz @PressTV,2026-04-10 16:03:45+00:00,2026-04-10 16:03:45+00:00,184851,0,True,"(184851,)","(184851,)",558,T558
519,1,0,1,0,0,0,184854,True,"📸 Images of the funeral procession of martyr Seyyed Kamal Kharazi, Iran's former-Foreign Minister and...",2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184854,0,True,"(184854,)","(184854,)",559,T559
520,1,0,1,0,0,0,184855,True,(media-only message),2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184855,0,True,"(184855,)","(184855,)",560,T560
521,1,0,1,0,0,0,184856,True,(media-only message),2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184856,0,True,"(184856,)","(184856,)",561,T561
522,1,0,1,0,0,0,184857,True,(media-only message),2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184857,0,True,"(184857,)","(184857,)",562,T562
523,1,0,1,0,0,0,184858,True,(media-only message),2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184858,0,True,"(184858,)","(184858,)",563,T563
524,1,0,1,0,0,0,184859,True,(media-only message),2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184859,0,True,"(184859,)","(184859,)",564,T564
525,1,0,1,0,0,0,184860,True,(media-only message),2026-04-10 16:39:59+00:00,2026-04-10 16:39:59+00:00,184860,0,True,"(184860,)","(184860,)",565,T565
526,1,0,1,0,0,0,184861,True,(media-only message),2026-04-10 16:40:00+00:00,2026-04-10 16:40:00+00:00,184861,0,True,"(184861,)","(184861,)",566,T566
527,1,0,1,0,0,0,184862,True,(media-only message),2026-04-10 16:40:00+00:00,2026-04-10 16:40:00+00:00,184862,0,True,"(184862,)","(184862,)",567,T567
528,1,0,1,0,0,0,184863,True,(media-only message),2026-04-10 16:40:00+00:00,2026-04-10 16:40:00+00:00,184863,0,True,"(184863,)","(184863,)",568,T568
529,1,0,1,0,0,0,184864,True,MidEastream: Brink of Regional Collapse ▶️ As tensions peak on what Donald Trump labeled the “promised...,2026-04-10 16:46:29+00:00,2026-04-10 16:46:29+00:00,184864,0,True,"(184864,)","(184864,)",569,T569
530,1,0,1,0,0,0,184866,True,▶️ People of Lebanon took to the streets of Beirut in solidarity with the resistance and to protest against...,2026-04-10 17:00:01+00:00,2026-04-10 17:00:01+00:00,184866,0,True,"(184866,)","(184866,)",570,T570
532,1,0,1,0,0,0,184868,True,▶️ Iran's Red Crescent Society gave a new report about the damage inflicted on civilian areas and rescue...,2026-04-10 17:20:01+00:00,2026-04-10 17:20:01+00:00,184868,0,True,"(184868,)","(184868,)",571,T571
533,1,0,1,0,0,0,184869,True,"🔴 US inflation surges to 2-year high in March as war on Iran sends energy prices sharply higher, per CPI...",2026-04-10 17:24:58+00:00,2026-04-10 17:24:58+00:00,184869,0,True,"(184869,)","(184869,)",572,T572
534,1,0,1,0,0,0,184870,True,Israeli missile interceptors dwindle to ‘double digits’ after aggression against Iran: Report The number of...,2026-04-10 17:30:29+00:00,2026-04-10 17:30:29+00:00,184870,0,True,"(184870,)","(184870,)",573,T573
535,1,0,1,0,0,0,184871,True,"▶️ ""Iranian people want lasting peace."" Assistant prof. of West Asia studies Elham Kadkhodaee provides...",2026-04-10 17:42:29+00:00,2026-04-10 17:42:29+00:00,184871,0,True,"(184871,)","(184871,)",574,T574
536,1,0,1,0,0,0,184874,True,✍️ Feature - How Iran decimated US power projection in West Asia: Military lessons of 40-day war Iran’s...,2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184874,0,True,"(184874,)","(184874,)",575,T575
537,1,0,1,0,0,0,184875,True,(media-only message),2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184875,0,True,"(184875,)","(184875,)",576,T576
538,1,0,1,0,0,0,184876,True,(media-only message),2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184876,0,True,"(184876,)","(184876,)",577,T577
539,1,0,1,0,0,0,184877,True,(media-only message),2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184877,0,True,"(184877,)","(184877,)",578,T578
540,1,0,1,0,0,0,184878,True,(media-only message),2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184878,0,True,"(184878,)","(184878,)",579,T579
541,1,0,1,0,0,0,184879,True,(media-only message),2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184879,0,True,"(184879,)","(184879,)",580,T580
542,1,0,1,0,0,0,184880,True,(media-only message),2026-04-10 18:05:03+00:00,2026-04-10 18:05:03+00:00,184880,0,True,"(184880,)","(184880,)",581,T581
543,1,0,1,0,0,0,184881,True,▶️ Iranian patriots continue nationwide nightly rallies in support of the Islamic Republic and the Iranian...,2026-04-10 18:10:01+00:00,2026-04-10 18:10:01+00:00,184881,0,True,"(184881,)","(184881,)",582,T582
544,1,0,1,0,0,0,184883,True,▶️ Masses of flag-waving Iranian patriots flood the streets of Tehran in nationwide nightly rallies in...,2026-04-10 18:37:19+00:00,2026-04-10 18:37:19+00:00,184883,0,True,"(184883,)","(184883,)",583,T583
545,1,0,1,0,0,0,184885,True,📸 “Israel must be restrained for the US-Iran ceasefire to hold.” Pakistan's Defence Minister Khawaja Asif...,2026-04-10 19:00:26+00:00,2026-04-10 19:00:26+00:00,184885,0,True,"(184885,)","(184885,)",584,T584
546,1,0,1,0,0,0,184886,True,UK doctor suspended for sending Islamophobic messages to colleague A UK medical tribunal has suspended a...,2026-04-10 19:15:07+00:00,2026-04-10 19:15:07+00:00,184886,0,True,"(184886,)","(184886,)",585,T585
547,1,0,1,0,0,0,184887,True,"Expose: Empire of Cracks Exposed ▶️ In this explosive episode of Exposé, we uncover the widening fractures...",2026-04-10 19:16:36+00:00,2026-04-10 19:16:36+00:00,184887,0,True,"(184887,)","(184887,)",586,T586
548,1,0,1,0,0,0,184889,True,▶️ The Leader of Iran's Islamic Revolution says the Iranian nation has emerged as the true victor on the...,2026-04-10 19:30:53+00:00,2026-04-10 19:30:53+00:00,184889,0,True,"(184889,)","(184889,)",587,T587
549,1,0,1,0,0,0,184890,True,"‘Fingers on trigger’: Iran warns US, Israel against any ceasefire violation Iran’s highest operational...",2026-04-10 19:41:45+00:00,2026-04-10 19:41:45+00:00,184890,0,True,"(184890,)","(184890,)",588,T588
552,1,0,1,0,0,0,184896,True,Massive destruction of the US base at Al-Udeid in Qatar following Iranian missile attacks. @PressTV,2026-04-10 20:52:31+00:00,2026-04-10 20:52:31+00:00,184896,0,True,"(184896,)","(184896,)",589,T589
553,1,0,1,0,0,0,184897,True,Iranian delegation led by Parliament Speaker Qalibaf in Islamabad for talks with US @PressTV,2026-04-10 21:02:43+00:00,2026-04-10 21:02:43+00:00,184897,0,True,"(184897,)","(184897,)",590,T590
554,1,0,1,0,0,0,184898,True,"Martyred children of elementary school in Minab, accompanied by Qalibaf on the flight to Islamabad @PressTV",2026-04-10 21:28:40+00:00,2026-04-10 21:28:40+00:00,184898,0,True,"(184898,)","(184898,)",591,T591
555,1,0,1,0,0,0,184899,True,"🇿🇦South Africa’s prominent anti-apartheid veteran, Ronnie Kasrils, hails Iran’s historic victory Press TV's...",2026-04-10 21:37:23+00:00,2026-04-10 21:37:23+00:00,184899,0,True,"(184899,)","(184899,)",592,T592
556,1,0,1,0,0,0,184900,True,"US public relieved by ceasefire, angry at poor military performance Press TV's Ramin Mazaheri reports from...",2026-04-10 21:49:58+00:00,2026-04-10 21:49:58+00:00,184900,0,True,"(184900,)","(184900,)",593,T593
557,1,0,1,0,0,0,184901,True,India sees celebrations as US-Iran ceasefire sparks cautious optimism Press TV's Aadil Mir reports from New...,2026-04-10 21:59:58+00:00,2026-04-10 21:59:58+00:00,184901,0,True,"(184901,)","(184901,)",594,T594
558,1,0,1,0,0,0,184902,True,🇳🇬 Islamic Movement in Nigeria holds mourning on the 40th day of martyrdom of Ayatollah Seyyed Ali Khamenei...,2026-04-10 22:09:58+00:00,2026-04-10 22:09:58+00:00,184902,0,True,"(184902,)","(184902,)",595,T595
559,1,0,1,0,0,0,184903,True,🇨🇴 Colombia is organizing demonstrations in support of the resistance movement amid the presidential...,2026-04-10 22:19:58+00:00,2026-04-10 22:19:58+00:00,184903,0,True,"(184903,)","(184903,)",596,T596
560,1,0,1,0,0,0,184904,True,Huge crowd of Iraqis hold a mourning ceremony on the 40th day of the martyrdom of Ayatollah Seyyed Ali...,2026-04-10 22:40:18+00:00,2026-04-10 22:40:18+00:00,184904,0,True,"(184904,)","(184904,)",597,T597
562,1,0,1,0,0,0,184907,True,Leader offers condolences on martyrdom of veteran diplomat Kamal Kharrazi Leader of the Islamic Revolution...,2026-04-10 23:29:01+00:00,2026-04-10 23:29:01+00:00,184907,0,True,"(184907,)","(184907,)",598,T598
563,1,0,1,0,0,0,184908,True,A high-ranking Iranian delegation arrives in the Pakistani capital for talks with the United States. @PressTV,2026-04-10 23:29:30+00:00,2026-04-10 23:29:30+00:00,184908,0,True,"(184908,)","(184908,)",599,T599
564,1,0,1,0,0,0,184909,True,(media-only message),2026-04-10 23:29:30+00:00,2026-04-10 23:29:30+00:00,184909,0,True,"(184909,)","(184909,)",600,T600
565,1,0,1,0,0,0,184910,True,(media-only message),2026-04-10 23:29:30+00:00,2026-04-10 23:29:30+00:00,184910,0,True,"(184910,)","(184910,)",601,T601
566,1,0,1,0,0,0,184911,True,"April 10: Fragile ceasefire in effect as Iran-US delegations arrive in Pakistan for talks On April 10, as...",2026-04-10 23:46:44+00:00,2026-04-10 23:46:44+00:00,184911,0,True,"(184911,)","(184911,)",602,T602
567,1,0,1,0,0,0,184912,True,Hezbollah says conducting missile strikes on Israeli infrastructure in northern occupied territories @PressTV,2026-04-11 00:00:33+00:00,2026-04-11 00:00:33+00:00,184912,0,True,"(184912,)","(184912,)",603,T603
568,1,0,1,0,0,0,184913,True,April 10: Hezbollah’s operations against Zionist regime in response to truce breach Hours after Iran and...,2026-04-11 00:28:46+00:00,2026-04-11 00:28:46+00:00,184913,0,True,"(184913,)","(184913,)",604,T604
569,1,0,1,0,0,0,184914,True,At least 6 Palestinians killed in Israeli airstrike on Bureij refugee camp in central Gaza Strip @PressTV,2026-04-11 00:45:20+00:00,2026-04-11 00:45:20+00:00,184914,0,True,"(184914,)","(184914,)",605,T605
570,1,0,1,0,0,0,184915,True,Lebanon: 357 martyred during 3 days of Israeli strikes Lebanon's health ministry says as many as 357 people...,2026-04-11 01:02:37+00:00,2026-04-11 01:02:37+00:00,184915,0,True,"(184915,)","(184915,)",606,T606
571,1,0,1,0,0,0,184916,True,"Iran’s Education Ministry: At least 277 students, 67 teachers martyred in US-Israeli war @PressTV",2026-04-11 01:29:26+00:00,2026-04-11 01:29:26+00:00,184916,0,True,"(184916,)","(184916,)",607,T607
572,1,0,1,0,0,0,184917,True,Hezbollah released footage of attacks on the IOF’s Mishmar HaCarmel Base and the Haifa Naval Base in the...,2026-04-11 01:58:06+00:00,2026-04-11 01:58:06+00:00,184917,0,True,"(184917,)","(184917,)",608,T608
573,1,0,1,0,0,0,184918,True,"Footage purportedly shows rockets launched by Hezbollah have impacted in Kiryat Shmona, occupied Palestine...",2026-04-11 02:35:54+00:00,2026-04-11 02:35:54+00:00,184918,0,True,"(184918,)","(184918,)",609,T609
574,1,0,1,0,0,0,184919,True,Iranians keep flooding the streets to support the country's armed forces in the face of US–Israeli...,2026-04-11 03:10:03+00:00,2026-04-11 03:10:03+00:00,184919,0,True,"(184919,)","(184919,)",610,T610
575,1,0,1,0,0,0,184920,True,Hezbollah drone strikes triggered air raid sirens across the northern occupied territories. @PressTV,2026-04-11 03:57:21+00:00,2026-04-11 03:57:21+00:00,184920,0,True,"(184920,)","(184920,)",611,T611
576,1,0,1,0,0,0,184921,True,"CBS News reports that Iran's destruction of costly U.S. drones, including 24 MQ-9 Reapers and a $250...",2026-04-11 04:18:05+00:00,2026-04-11 04:18:05+00:00,184921,0,True,"(184921,)","(184921,)",612,T612
577,1,0,1,0,0,0,184922,True,"▶️ US Senator Chris Coons says that after 40 days of war with Iran, the US has spent more than $50 billion...",2026-04-11 04:45:26+00:00,2026-04-11 04:45:26+00:00,184922,0,True,"(184922,)","(184922,)",613,T613
578,1,0,1,0,0,0,184923,True,"▶️ Villagers in Malaga, Spain, burned an effigy of Israeli PM Netanyahu. @PressTV",2026-04-11 05:14:57+00:00,2026-04-11 05:14:57+00:00,184923,0,True,"(184923,)","(184923,)",614,T614
579,1,0,1,0,0,0,184924,True,▶️ Israeli strikes hit the town of Zefta in southern Lebanon @PressTV,2026-04-11 05:27:37+00:00,2026-04-11 05:27:37+00:00,184924,0,True,"(184924,)","(184924,)",615,T615
580,1,0,1,0,0,0,184925,True,"The New York Times reports that the oil shock from the US-Israeli war on Iran is worse than anticipated,...",2026-04-11 05:50:53+00:00,2026-04-11 05:50:53+00:00,184925,0,True,"(184925,)","(184925,)",616,T616
581,1,0,1,0,0,0,184926,True,▶️ Al Jazeera has released footage of Iranian strikes on Qatar's Ras Laffan gas facility—a US-backed...,2026-04-11 05:59:32+00:00,2026-04-11 05:59:32+00:00,184926,0,True,"(184926,)","(184926,)",617,T617
584,1,0,1,0,0,0,184931,True,Netanyahu requests delay in corruption trial testimony amid Iran ceasefire Israeli Prime Minister Benjamin...,2026-04-11 06:58:01+00:00,2026-04-11 06:58:01+00:00,184931,0,True,"(184931,)","(184931,)",618,T618
585,1,0,1,0,0,0,184932,True,"▶️ US inflation climbs to its highest rate in almost two years.This, amid a record spike in gas prices as...",2026-04-11 07:29:21+00:00,2026-04-11 07:29:21+00:00,184932,0,True,"(184932,)","(184932,)",619,T619
